#,Data,PenaltisMandante,Mandante,GolsMandante,GolsVisitante,Visitante,PenaltisVisitante,Competicao,Estadio,Cidade,Arbitro,ArbitroLocal,Gol1,Gol2,Gol3,Gol4,Gol5,Gol6,Gol7,Gol8,Gol9,Gol10,Gol11,Tecnico Gremio,Tecnico Inter
1,18/07/1909,,Grêmio,10,0,Internacional,,Amistoso,Baixada,Porto Alegre,,,,,,,,,,,,,,,
2,17/07/1910,,Grêmio,5,0,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
3,18/06/1911,,Grêmio,10,1,Internacional,,Citadino,Escola de Guerra,Porto Alegre,,,,,,,,,,,,,,,
4,23/06/1912,,Grêmio,6,0,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
5,15/09/1912,,Grêmio,2,1,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
6,08/07/1913,,Internacional,1,2,Grêmio,,Citadino,Chácara dos Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
7,31/10/1915,,Grêmio,1,4,Internacional,,Amistoso,Baixada,Porto Alegre,,,,,,,,,,,,,,,
8,30/07/1916,,Internacional,6,1,Grêmio,,Citadino,Chácara dos Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
9,29/10/1916,,Grêmio,2,3,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
10,19/05/1918,,Internacional,5,3,Grêmio,,Citadino,Chácara dos Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
11,04/08/1918,,Grêmio,1,0,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
12,20/07/1919,,Internacional,2,0,Grêmio,,Citadino,Chácara dos Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
13,14/09/1919,,Grêmio,3,2,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
14,02/05/1920,,Internacional,1,4,Grêmio,,Citadino,Chácara dos Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
15,22/08/1920,,Grêmio,2,1,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
16,23/09/1923,,Grêmio,3,2,Internacional,,Amistoso,Baixada,Porto Alegre,,,,,,,,,,,,,,,
17,01/11/1923,,Internacional,0,1,Grêmio,,Amistoso,Chácara dos Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
18,27/04/1924,,Grêmio,4,3,Internacional,,Amistoso,Baixada,Porto Alegre,,,,,,,,,,,,,,,
19,12/11/1924,,Internacional,2,1,Grêmio,,Amistoso,Chácara dos Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
20,24/05/1925,,Grêmio,3,3,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
21,11/10/1925,,Grêmio,2,2,Internacional,,Citadino,Chácara dos Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
22,27/06/1926,,Internacional,1,4,Grêmio,,Citadino,Chácara dos Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
23,14/11/1926,,Grêmio,4,3,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
24,08/05/1927,,Internacional,3,2,Grêmio,,Citadino,Chácara dos Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
25,12/06/1927,,Grêmio,1,3,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
26,10/06/1928,,Internacional,2,3,Grêmio,,Citadino,Chácara dos Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
27,26/08/1928,,Grêmio,2,2,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
28,19/11/1928,,Internacional,0,2,Grêmio,,Amistoso,Chácara dos Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
29,26/05/1929,,Grêmio,2,1,Internacional,,Amistoso,Baixada,Porto Alegre,,,,,,,,,,,,,,,
30,14/07/1929,,Internacional,4,2,Grêmio,,Citadino,Chácara dos Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
31,10/11/1929,,Grêmio,2,1,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
32,04/05/1930,,Grêmio,3,1,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
33,14/09/1930,,Grêmio,1,1,Internacional,,Citadino,Campo do Porto Alegre,Porto Alegre,,,,,,,,,,,,,,,
34,15/03/1931,,Internacional,3,0,Grêmio,,Amistoso,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
35,26/04/1931,,Internacional,1,0,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
36,28/07/1931,,Grêmio,2,0,Internacional,,Amistoso,Baixada,Porto Alegre,,,,,,,,,,,,,,,
37,18/10/1931,,Grêmio,2,1,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
38,10/07/1932,,Grêmio,2,0,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
39,30/10/1932,,Internacional,0,1,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
40,09/04/1933,,Grêmio,5,3,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
41,13/08/1933,,Grêmio,3,2,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
42,24/06/1934,,Internacional,4,3,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
43,21/10/1934,,Grêmio,1,2,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
44,28/07/1935,,Internacional,1,1,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
45,22/09/1935,,Grêmio,2,0,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
46,15/03/1936,,Grêmio,1,1,Internacional,,Amistoso,Timbaúva,Porto Alegre,,,,,,,,,,,,,,,
47,30/08/1936,,Internacional,3,2,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
48,01/11/1936,,Grêmio,0,2,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
49,31/10/1937,,Grêmio,2,1,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
50,21/11/1937,,Grêmio,2,0,Internacional,,Amistoso,Timbaúva,Porto Alegre,,,,,,,,,,,,,,,
51,12/12/1937,,Internacional,3,4,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
52,08/05/1938,,Internacional,1,3,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
53,06/06/1938,,Grêmio,4,4,Internacional,,Amistoso,Timbaúva,Porto Alegre,,,,,,,,,,,,,,,
54,02/10/1938,,Internacional,3,4,Grêmio,,Amistoso,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
55,01/11/1938,,Grêmio,0,6,Internacional,,Amistoso,Timbaúva,Porto Alegre,,,,,,,,,,,,,,,
56,02/04/1939,,Grêmio,1,1,Internacional,,Amistoso,Baixada,Porto Alegre,,,,,,,,,,,,,,,
57,28/05/1939,,Grêmio,2,3,Internacional,,Amistoso,Timbaúva,Porto Alegre,,,,,,,,,,,,,,,
58,20/07/1939,,Grêmio,3,3,Internacional,,Amistoso,Baixada,Porto Alegre,,,,,,,,,,,,,,,
59,13/08/1939,,Internacional,5,2,Grêmio,,Amistoso,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
60,08/10/1939,,Internacional,2,3,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
61,17/10/1939,,Grêmio,1,2,Internacional,,Citadino,Timbaúva,Porto Alegre,,,,,,,,,,,,,,,
62,04/01/1940,,Grêmio,1,6,Internacional,,Amistoso,Baixada,Porto Alegre,,,,,,,,,,,,,,,
63,13/02/1940,,Internacional,2,4,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
64,28/04/1940,,Grêmio,2,3,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
65,07/07/1940,,Internacional,2,5,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
66,29/10/1940,,Grêmio,3,4,Internacional,,Citadino,Timbaúva,Porto Alegre,,,,,,,,,,,,,,,
67,18/05/1941,,Grêmio,2,2,Internacional,,Amistoso,Timbaúva,Porto Alegre,,,,,,,,,,,,,,,
68,25/05/1941,,Grêmio,2,3,Internacional,,Amistoso,Timbaúva,Porto Alegre,,,,,,,,,,,,,,,
69,17/08/1941,,Internacional,3,0,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
70,19/10/1941,,Grêmio,2,1,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
71,11/01/1942,,Grêmio,1,1,Internacional,,Citadino,Timbaúva,Porto Alegre,,,,,,,,,,,,,,,
72,19/04/1942,,Grêmio,1,1,Internacional,,Citadino,Timbaúva,Porto Alegre,,,,,,,,,,,,,,,
73,12/07/1942,,Grêmio,2,4,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
74,30/08/1942,,Internacional,4,2,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
75,28/02/1943,,Grêmio,1,5,Internacional,,Amistoso,Baixada,Porto Alegre,,,,,,,,,,,,,,,
76,11/03/1943,,Internacional,5,1,Grêmio,,Amistoso,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
77,06/06/1943,,Grêmio,3,3,Internacional,,Citadino,Passo D’Areia,D’Areia,,,,,,,,,,,,,,,
78,11/07/1943,,Internacional,3,0,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
79,19/09/1943,,Grêmio,0,1,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
80,13/02/1944,,Internacional,3,2,Grêmio,,Amistoso,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
81,30/04/1944,,Internacional,4,2,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
82,28/05/1944,,Grêmio,3,7,Internacional,,Amistoso,Baixada,Porto Alegre,,,,,,,,,,,,,,,
83,13/08/1944,,Grêmio,4,3,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
84,08/10/1944,,Grêmio,1,2,Internacional,,Citadino,Timbaúva,Porto Alegre,,,,,,,,,,,,,,,
85,09/02/1945,,Grêmio,0,2,Internacional,,Amistoso,Montanha,Porto Alegre,,,,,,,,,,,,,,,
86,23/02/1945,,Grêmio,1,1,Internacional,,Amistoso,Montanha,Porto Alegre,,,,,,,,,,,,,,,
87,08/04/1945,,Internacional,3,2,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
88,24/06/1945,,Grêmio,1,4,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
89,30/09/1945,,Internacional,4,2,Grêmio,,Citadino,Passo D’Areia,D’Areia,,,,,,,,,,,,,,,
90,05/05/1946,,Grêmio,0,1,Internacional,,Amistoso,Timbaúva,Porto Alegre,,,,,,,,,,,,,,,
91,23/06/1946,,Grêmio,4,3,Internacional,,Amistoso,Timbaúva,Porto Alegre,,,,,,,,,,,,,,,
92,14/07/1946,,Grêmio,0,1,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
93,15/09/1946,,Internacional,1,2,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
94,03/05/1947,,Grêmio,0,4,Internacional,,Amistoso,Timbaúva,Porto Alegre,,,,,,,,,,,,,,,
95,20/07/1947,,Internacional,3,0,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
96,10/08/1947,,Grêmio,1,2,Internacional,,Amistoso,Timbaúva,Porto Alegre,,,,,,,,,,,,,,,
97,05/10/1947,,Grêmio,1,2,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
98,26/10/1947,,Grêmio,0,3,Internacional,,Amistoso,Timbaúva,Porto Alegre,,,,,,,,,,,,,,,
99,23/11/1947,,Grêmio,2,2,Internacional,,Citadino,Timbaúva,Porto Alegre,,,,,,,,,,,,,,,
100,30/05/1948,,Internacional,0,0,Grêmio,,Amistoso,Timbaúva,Porto Alegre,,,,,,,,,,,,,,,
101,20/06/1948,,Grêmio,1,1,Internacional,,Amistoso,Montanha,Porto Alegre,,,,,,,,,,,,,,,
102,18/07/1948,,Grêmio,2,6,Internacional,,Amistoso,Montanha,Porto Alegre,,,,,,,,,,,,,,,
103,22/08/1948,,Internacional,3,2,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
104,17/09/1948,,Grêmio,0,7,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
105,14/12/1948,,Internacional,2,0,Grêmio,,Amistoso,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
106,01/05/1949,,Grêmio,2,2,Internacional,,Amistoso,Montanha,Porto Alegre,,,,,,,,,,,,,,,
107,29/05/1949,,Grêmio,2,4,Internacional,,Amistoso,Timbaúva,Porto Alegre,,,,,,,,,,,,,,,
108,28/08/1949,,Grêmio,1,1,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
109,07/09/1949,,Grêmio,0,2,Internacional,,Amistoso,Montanha,Porto Alegre,,,,,,,,,,,,,,,
110,30/10/1949,,Internacional,0,1,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
111,14/03/1950,,Grêmio,0,2,Internacional,,Amistoso,Tiradentes,Porto Alegre,,,,,,,,,,,,,,,
112,23/03/1950,,Grêmio,3,0,Internacional,,Amistoso,Tiradentes,Porto Alegre,,,,,,,,,,,,,,,
113,01/04/1950,,Grêmio,1,1,Internacional,,Amistoso,Timbaúva,Porto Alegre,,,,,,,,,,,,,,,
114,25/06/1950,,Internacional,0,1,Grêmio,,Amistoso,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
115,27/08/1950,,Grêmio,0,1,Internacional,,Amistoso,Montanha,Porto Alegre,,,,,,,,,,,,,,,
116,28/10/1950,,Internacional,0,0,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
117,24/12/1950,,Grêmio,0,0,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
118,27/12/1950,,Grêmio,3,4,Internacional,,Citadino,Montanha,Porto Alegre,,,,,,,,,,,,,,,
119,30/12/1950,,Grêmio,0,1,Internacional,,Citadino,Montanha,Porto Alegre,,,,,,,,,,,,,,,
120,03/01/1951,,Grêmio,0,3,Internacional,,Amistoso,Montanha,Porto Alegre,,,,,,,,,,,,,,,
121,27/05/1951,,Grêmio,0,0,Internacional,,Amistoso,Baixada,Porto Alegre,,,,,,,,,,,,,,,
122,20/06/1951,,Internacional,1,2,Grêmio,,Amistoso,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
123,26/08/1951,,Grêmio,1,1,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
124,02/12/1951,,Internacional,2,2,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
125,08/12/1951,,Internacional,1,1,Grêmio,,Amistoso,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
126,13/07/1952,,Grêmio,2,1,Internacional,,Amistoso,Montanha,Porto Alegre,,,,,,,,,,,,,,,
127,17/08/1952,,Grêmio,1,1,Internacional,,Amistoso,Tiradentes,Porto Alegre,,,,,,,,,,,,,,,
128,12/10/1952,,Grêmio,0,0,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
129,07/12/1952,,Internacional,5,1,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
130,05/07/1953,,Internacional,1,1,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
131,01/11/1953,,Grêmio,0,2,Internacional,,Citadino,Baixada,Porto Alegre,,,,,,,,,,,,,,,
132,11/02/1954,,Grêmio,2,3,Internacional,,Amistoso,Montanha,Porto Alegre,,,,,,,,,,,,,,,
133,18/07/1954,,Internacional,3,1,Grêmio,,Amistoso,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
134,25/07/1954,,Grêmio,0,4,Internacional,,Citadino,Montanha,Porto Alegre,,,,,,,,,,,,,,,
135,26/09/1954,,Grêmio,2,6,Internacional,,Amistoso,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
136,31/10/1954,,Grêmio,1,1,Internacional,,Citadino,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
137,09/01/1955,,Internacional,2,1,Grêmio,,Amistoso,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
138,24/07/1955,,Grêmio,2,1,Internacional,,Citadino,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
139,06/11/1955,,Internacional,3,1,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
140,02/09/1956,,Grêmio,2,1,Internacional,,Citadino,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
141,12/12/1956,,Internacional,1,0,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
142,28/07/1957,,Internacional,1,1,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
143,01/12/1957,,Grêmio,5,3,Internacional,,Citadino,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
144,22/12/1957,,Grêmio,1,2,Internacional,,Citadino,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
145,17/08/1958,,Internacional,1,2,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
146,21/12/1958,,Grêmio,0,1,Internacional,,Citadino,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
147,05/02/1959,,Grêmio,2,2,Internacional,,Citadino,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
148,26/04/1959,,Internacional,1,2,Grêmio,,Amistoso,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
149,17/08/1959,,Internacional,1,2,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
150,29/11/1959,,Grêmio,4,1,Internacional,,Citadino,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
151,05/01/1960,,Grêmio,2,3,Internacional,,Citadino,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
152,21/04/1960,,Internacional,0,3,Grêmio,,Amistoso,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
153,21/08/1960,,Internacional,1,5,Grêmio,,Citadino,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
154,20/11/1960,,Grêmio,1,1,Internacional,,Citadino,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
155,23/12/1960,,Grêmio,1,2,Internacional,,Citadino,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
156,10/09/1961,,Grêmio,1,2,Internacional,,Campeonato Gaúcho,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
157,10/12/1961,,Internacional,2,3,Grêmio,,Gauchão,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
158,13/02/1962,,Grêmio,1,1,Internacional,,Torneio da Legalidade,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
159,11/03/1962,,Internacional,1,2,Grêmio,,Torneio da Legalidade,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
160,12/08/1962,,Grêmio,0,0,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
161,07/09/1962,,Grêmio,2,1,Internacional,,Amistoso,Waldemar Fetter,Rio Grande,,,,,,,,,,,,,,,
162,09/09/1962,,Grêmio,1,1,Internacional,,Amistoso,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
163,16/12/1962,,Internacional,0,2,Grêmio,,Gauchão,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
164,07/02/1963,,Grêmio,4,2,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
165,14/04/1963,,Internacional,2,1,Grêmio,,Amistoso,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
166,01/05/1963,,Grêmio,4,1,Internacional,,Amistoso,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
167,29/09/1963,,Internacional,0,1,Grêmio,,Gauchão,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
168,14/12/1963,,Grêmio,1,0,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
169,19/04/1964,,Internacional,1,0,Grêmio,,Amistoso,Eucaliptos,Santa Cruz do Sul,,,,,,,,,,,,,,,
170,23/04/1964,,Grêmio,3,0,Internacional,,Amistoso,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
171,26/07/1964,,Internacional,0,0,Grêmio,,Gauchão,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
172,20/08/1964,,Grêmio,0,2,Internacional,,Amistoso,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
173,01/11/1964,,Grêmio,3,0,Internacional,,Gauchão,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
174,21/11/1964,,Internacional,1,0,Grêmio,,Amistoso,Eucaliptos,Porto Alegre,,,,,,,,,,,,,,,
175,10/12/1964,,Grêmio,1,2,Internacional,,Amistoso,Olímpico,Porto Alegre,,,,,,,,,,,,,,,
